iter	R2	RMSE
882	0.9832271185	0.08687371796
883	0.9833111586	0.08665580524
884	0.9833454967	0.08656661008
885	0.9833680344	0.08650801716
886	0.9834469831	0.08630245452
887	0.983498283	0.08616861979
888	0.9835472273	0.08604073628
889	0.9835641155	0.08599656587
890	0.9836108179	0.08587429992
891	0.9836374877	0.08580440066
892	0.9836820681	0.08568743197
893	0.9837078235	0.08561978287
894	0.9837428261	0.08552775935
895	0.9837884678	0.08540761621
896	0.9838683814	0.08519685065
897	0.9839883512	0.08487945788
898	0.9840305298	0.08476758755
899	0.9840910435	0.0846068286
900	0.9841353769	0.08448885959
901	0.9841590942	0.08442568135
902	0.9841820352	0.08436452609
903	0.9842283413	0.08424094979
904	0.984324931	0.08398259675
905	0.9843701809	0.08386129104
906	0.9844104061	0.08375330827
907	0.9844643923	0.08360816495
908	0.9845092727	0.08348731109
909	0.9845315616	0.08342722625
910	0.9845751861	0.08330950133
911	0.9846321268	0.08315559073
912	0.9846842229	0.08301452509
913	0.9847394229	0.08286479254
914	0.9847790954	0.08275701192
915	0.9848294384	0.08262003945
916	0.9848504753	0.08256273539
917	0.9849162966	0.08238318163
918	0.9849650268	0.08224999827
919	0.9849854601	0.08219408852
920	0.9850255483	0.08208428775
921	0.985069618	0.08196341199
922	0.9851207451	0.08182295511
923	0.9851569511	0.08172334395
924	0.9852144664	0.0815648552
925	0.9852342657	0.0815102252
926	0.9852839425	0.0813729961
927	0.98538442	0.08109472333
928	0.985420973	0.08099325249
929	0.9855011628	0.08077019963
930	0.9855315593	0.08068548858
931	0.9855630025	0.08059776694
932	0.9855972204	0.08050219565
933	0.9856259435	0.08042188403
934	0.9856586582	0.08033031352
935	0.9857357305	0.08011416978
936	0.9857634254	0.08003635891
937	0.9857919692	0.07995608381
938	0.9858226508	0.07986970624
939	0.9858969169	0.07966023823
940	0.9859231655	0.07958607219
941	0.985949984	0.07951022415
942	0.9859787892	0.07942867679
943	0.9860036642	0.07935818845
944	0.9860752785	0.07915490414
945	0.9860994871	0.07908606754
946	0.9861267601	0.07900844537
947	0.9861501271	0.0789418796
948	0.986176263	0.07886735934
949	0.98624512	0.07867069243
950	0.9862677181	0.07860604118
951	0.9862907596	0.07854006671
952	0.9863784769	0.0782883976
953	0.986401265	0.07822288416
954	0.9864488889	0.07808579229
955	0.9864946211	0.07795391923
956	0.9865295362	0.07785308816
957	0.9865534451	0.07778396617
958	0.9866412823	0.07752949503
959	0.9866755696	0.077429935
960	0.986710302	0.07732895206
961	0.9867542264	0.07720105447
962	0.9867868661	0.07710587794
963	0.986824759	0.07699523564
964	0.9868593642	0.0768940539
965	0.9869001325	0.07677468108
966	0.9869310996	0.07668388244
967	0.9869722987	0.076562916
968	0.9870009257	0.0764787502
969	0.9870467169	0.07634392746
970	0.9871208877	0.07612503997
971	0.9871497852	0.07603958917
972	0.9872288406	0.07580532818
973	0.9872968595	0.07560318977
974	0.9873908658	0.07532292945
975	0.9874244693	0.07522249416
976	0.9874569358	0.07512532982
977	0.9874700708	0.07508598414
978	0.987513229	0.07495655906
979	0.9875260202	0.0749181574
980	0.987595771	0.07470840358
981	0.9876389867	0.0745781501
982	0.9876986111	0.07439806557
983	0.9877103054	0.07436269386
984	0.9877376348	0.07427996529
985	0.9877490436	0.07424540264
986	0.9878043664	0.0740775744
987	0.9878311616	0.07399615118
988	0.9879012859	0.0737826375
989	0.9879651094	0.07358777016
990	0.9880216375	0.07341474495
991	0.9880375543	0.07336595235
992	0.9880722717	0.07325941366
993	0.9881331319	0.07307227464
994	0.9881864187	0.07290802883
995	0.9882171741	0.07281306278
996	0.9882326498	0.07276523032
997	0.9883175189	0.07250235472
998	0.9883451799	0.07241647085
999	0.9883693592	0.07234131375
